tracking_timestamp_us,left_yaw_rads_cpf,right_yaw_rads_cpf,pitch_rads_cpf,depth_m,left_yaw_low_rads_cpf,right_yaw_low_rads_cpf,pitch_low_rads_cpf,left_yaw_high_rads_cpf,right_yaw_high_rads_cpf,pitch_high_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf,session_uid
484545539,-0.0981371626257896,0.0102546289563179,-0.1496056020259857,0.5866354223118171,-0.1164840683341026,-0.0060786753892898,-0.1722786724567413,-0.0806548371911048,0.0255286395549774,-0.1212429925799369,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484556643,-0.0988131389021873,0.0087579302489757,-0.1468491107225418,0.5908479667618335,-0.1164871081709861,-0.0077659115195274,-0.169463112950325,-0.0818265527486801,0.0243077762424945,-0.1189564317464828,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484567747,-0.0969408527016639,0.0014323331415653,-0.1438591033220291,0.645828676330698,-0.115720734000206,-0.0157817155122756,-0.1676008552312851,-0.0792426094412803,0.0179019197821617,-0.1131926327943801,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484578851,-0.1133773252367973,0.0122857205569744,-0.1460037380456924,0.5054050617886453,-0.1384856849908828,-0.0137641504406929,-0.1759582608938217,-0.0906837359070777,0.0393598079681396,-0.1025837361812591,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484589955,-0.1021212041378021,-0.0078430995345115,-0.1326110512018203,0.6726195721821038,-0.1764082163572311,-0.0502586811780929,-0.1851261407136917,-0.0393172837793827,0.0362067632377147,-0.049977358430624,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484601059,-0.1183319613337516,0.0882029682397842,-0.1521910578012466,0.3074666976753985,-0.2276071906089782,0.0075832828879356,-0.2294311374425888,-0.0237201265990734,0.1689454019069671,-0.0308874137699604,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484612163,-0.1007948815822601,0.0990861654281616,-0.1351300179958343,0.3170273479874947,-0.1975970417261123,-0.0268566235899925,-0.2309920191764831,-0.0133850201964378,0.2188209891319275,-0.0067725963890552,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484623267,-0.0912879258394241,0.1074789986014366,-0.1462843418121338,0.3193097364012307,-0.1876702308654785,-0.0221984833478927,-0.2441151738166809,-0.0040012747049331,0.2287694066762924,-0.0216021202504634,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484634371,-0.0963284596800804,0.0822479203343391,-0.1533088535070419,0.3560189432707652,-0.1851945966482162,-0.0238578543066978,-0.2387735247611999,-0.0163605920970439,0.1831400096416473,-0.0408050715923309,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484645475,-0.0985454395413398,0.0751934796571731,-0.1726156622171402,0.3671310548529878,-0.1717424094676971,0.0027691200375556,-0.2377554476261139,-0.0337274968624115,0.1462046951055526,-0.0765415206551551,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484656579,-0.1019654124975204,0.075084388256073,-0.1642106473445892,0.3597080657447405,-0.1760523468255996,0.0044547468423843,-0.2268403768539428,-0.0373605825006961,0.1458055526018142,-0.0631699487566948,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484667683,-0.107989527285099,0.0552456341683864,-0.1518048346042633,0.3894304404584075,-0.1825110465288162,-0.0042263343930244,-0.2095720618963241,-0.0445734485983848,0.1155335307121276,-0.054858025163412,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484678787,-0.0994883254170417,0.0186685100197792,-0.1649403125047683,0.5394438578535456,-0.1345090270042419,-0.0260812565684318,-0.2069761753082275,-0.0686506852507591,0.0640643537044525,-0.1025402620434761,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484689891,-0.0907681584358215,0.0317215621471405,-0.1634155511856079,0.5203887735734651,-0.1132760196924209,0.0024331659078598,-0.1947822570800781,-0.0699575543403625,0.0621449947357177,-0.1169662326574325,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484700995,-0.0958752334117889,0.0329543054103851,-0.1571191251277923,0.4941813798351924,-0.1214360073208808,0.0063659474253654,-0.1875448077917099,-0.072846807539463,0.0605963692069053,-0.1089096888899803,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484712099,-0.09567491710186,0.0236865878105163,-0.1609164029359817,0.5337265634497553,-0.119364783167839,0.0052885524928569,-0.186776652932167,-0.0745116472244262,0.0419190004467964,-0.1228693798184394,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484723203,-0.0978433936834335,0.0189770646393299,-0.1645307689905166,0.5456139445347067,-0.1185630187392234,0.0005169175565242,-0.1894834041595459,-0.0788645148277282,0.037203624844551,-0.1298429369926452,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484734307,-0.0923225954174995,0.0203430764377117,-0.1647569835186004,0.5658763786272797,-0.1117187365889549,0.0020893402397632,-0.1891048848628997,-0.0744562894105911,0.0379685759544372,-0.1318793892860412,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484745411,-0.0956853479146957,0.0266295187175273,-0.1591057926416397,0.5206840369266642,-0.1143921613693237,0.008827868849039,-0.182708129286766,-0.078140988945961,0.0436602272093296,-0.1274165213108062,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484756515,-0.093994915485382,0.0209771804511547,-0.1571113467216491,0.5538025662354548,-0.1136017888784408,0.0040545910596847,-0.1803340017795562,-0.0759968906641006,0.0368703864514827,-0.1254600286483764,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484767619,-0.0988897010684013,0.0209230966866016,-0.1568703651428222,0.5313061928118145,-0.1178947612643241,0.0040215626358985,-0.1800203323364257,-0.0811987593770027,0.0368355847895145,-0.1258488744497299,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484778723,-0.0942321717739105,0.017795342952013,-0.1617093235254287,0.5687731570692404,-0.1136655658483505,0.001121699810028,-0.1848256886005401,-0.0762299448251724,0.0334056876599788,-0.1310244351625442,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484789827,-0.0941083431243896,0.0179099552333354,-0.1561327129602432,0.5683152554151738,-0.1124707236886024,0.0012998543679714,-0.1788754761219024,-0.0767848640680313,0.033387579023838,-0.1262009590864181,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484800931,-0.0933429598808288,0.0158687755465507,-0.1564041227102279,0.5829604862677762,-0.1123241484165191,-0.000834297388792,-0.1795429587364196,-0.0754924118518829,0.031514186412096,-0.1257752478122711,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484812035,-0.0936951711773872,0.0164289511740207,-0.157933235168457,0.5782632478569021,-0.1136394217610359,-0.0001792795956134,-0.1812521070241928,-0.0752044469118118,0.0319279767572879,-0.1270096898078918,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484823139,-0.0909138694405555,0.0163262821733951,-0.1574069708585739,0.5938266795663231,-0.1099365577101707,-0.0004117377102375,-0.1807104647159576,-0.0729759931564331,0.0319260992109775,-0.126783862709999,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484834243,-0.095256008207798,0.0194976329803466,-0.1603717654943466,0.5551194324286287,-0.1147388815879821,0.0028703734278678,-0.183608129620552,-0.0770921856164932,0.0350372269749641,-0.1292629390954971,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484845347,-0.0928669273853302,0.0189057923853397,-0.1594409346580505,0.5698905302581336,-0.1121576428413391,0.0024420246481895,-0.1825880110263824,-0.0747973099350929,0.0342649184167385,-0.1287875771522522,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484856451,-0.0948825776576995,0.0164830014109611,-0.1588087677955627,0.57187079824909,-0.1142528802156448,-9.0721994638443e-05,-0.1820723414421081,-0.0767419636249542,0.0319394432008266,-0.1280899494886398,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484867555,-0.0914560556411743,0.0128293335437774,-0.1604213118553161,0.6109298666979498,-0.1112567409873008,-0.0038460753858089,-0.1839945167303085,-0.0730327740311622,0.0283664539456367,-0.1288639903068542,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484878659,-0.0956451445817947,0.0182657726109027,-0.158830314874649,0.5590789125280843,-0.1152752265334129,0.0014635846018791,-0.1822742521762848,-0.0773008838295936,0.0339525379240512,-0.1276778727769851,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484889763,-0.0925048142671585,0.0159585997462272,-0.1604360938072204,0.5873789237130143,-0.112008199095726,-0.000646274536848,-0.18376225233078,-0.0741939172148704,0.031412273645401,-0.129936084151268,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484900867,-0.0923264175653457,0.0152522847056388,-0.159411996603012,0.592115053197128,-0.1120320409536361,-0.0013939850032329,-0.1829560250043869,-0.0739118307828903,0.0307760052382946,-0.1281034797430038,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484911971,-0.0936584621667862,0.0179879553616046,-0.1601531952619552,0.5705832674998168,-0.112593837082386,0.0013575851917266,-0.1832536458969116,-0.0757849588990211,0.0334772430360317,-0.1302380114793777,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484923075,-0.0922668054699897,0.0149123892188072,-0.1579475551843643,0.5941840454693551,-0.1117141991853714,-0.0018298774957656,-0.1814665645360946,-0.0740176811814308,0.0304841250181198,-0.1271511018276214,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484934179,-0.0715724676847457,0.0307881012558937,-0.156552642583847,0.6224146425546722,-0.0918190255761146,0.0141299590468406,-0.1805547326803207,-0.0524881184101104,0.0464285798370838,-0.1253032982349395,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484945283,-0.0002297796308994,0.0899046584963798,-0.1220799088478088,0.7030023260917236,-0.016831949353218,0.0730752795934677,-0.1448914259672165,0.0163888335227966,0.1058657243847847,-0.0947840586304664,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484956387,0.0838844329118728,0.1564289331436157,-0.0470603145658969,0.8627342511463686,0.0689220875501632,0.1397779583930969,-0.0690762177109718,0.0993547365069389,0.1728473752737045,-0.0238387156277894,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484967491,0.1774818897247314,0.2382937669754028,0.0278758406639099,1.0137408016793596,0.1592266708612442,0.2186030894517898,0.0025906227529048,0.1957031488418579,0.257865309715271,0.0538768470287323,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484978595,0.252515971660614,0.3028991520404815,0.1072654724121093,1.2086831876602395,0.2308648377656936,0.2791710495948791,0.0784398689866066,0.273773193359375,0.3275200724601745,0.1392451524734497,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
484989699,0.3441040217876434,0.3751620650291443,0.1862986087799072,1.927857537229538,0.3194414377212524,0.3506250083446502,0.1552777886390686,0.3685913980007171,0.4006893634796142,0.2204250991344452,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485000803,0.4117004871368408,0.4379766583442688,0.2214432656764984,2.229825715463936,0.3849203586578369,0.4112658202648163,0.1881213337182998,0.4385382235050201,0.4661092162132263,0.2577060461044311,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485011907,0.4769296646118164,0.4955929517745971,0.2396952211856842,3.0531052130896574,0.4493551254272461,0.4671964645385742,0.2047074884176254,0.5043148994445801,0.5258622169494629,0.2769346833229065,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485023011,0.5234931111335754,0.5525531768798828,0.2569830417633056,1.908319507189818,0.492267370223999,0.5228025913238525,0.2204141765832901,0.5539450645446777,0.584658682346344,0.2967267036437988,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485034115,0.5837780237197876,0.5943150520324707,0.2809165418148041,4.0,0.5481074452400208,0.5612598657608032,0.2405980825424194,0.6174197196960449,0.6299057006835938,0.3243135213851928,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485045219,0.6245988607406616,0.6329911947250366,0.3055392801761627,4.0,0.5854897499084473,0.600143551826477,0.2635725736618042,0.6603919267654419,0.6681921482086182,0.3486843705177307,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485056323,0.6171414852142334,0.6360666751861572,0.3194423913955688,2.7915021729860148,0.5763648748397827,0.6049060821533203,0.277485579252243,0.6544179916381836,0.6695236563682556,0.3608559370040893,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485067427,0.6174452304840088,0.6267256140708923,0.3186460435390472,4.0,0.5770620107650757,0.5963091850280762,0.2770637273788452,0.6544550657272339,0.6593575477600098,0.3599033951759338,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485078531,0.6129645109176636,0.6295691132545471,0.3247292339801788,3.1985873920999603,0.571740984916687,0.5979800820350647,0.2823717892169952,0.6505855917930603,0.6633489727973938,0.3668811619281769,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485089635,0.6081441044807434,0.6215397119522095,0.3313242495059967,3.9904745528636383,0.5669878721237183,0.5889031887054443,0.2885630130767822,0.6459082365036011,0.6562825441360474,0.3742472529411316,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485100739,0.6146911382675171,0.6284420490264893,0.3343144059181213,3.87020969128194,0.5735781192779541,0.594488799571991,0.291017472743988,0.6519582867622375,0.6644207239151001,0.3782790303230285,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485111843,0.6111035346984863,0.6261650323867798,0.3309390544891357,3.538541875505707,0.5723713040351868,0.591927170753479,0.2884756326675415,0.6467869877815247,0.6623789072036743,0.3737252950668335,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485122947,0.6171348094940186,0.6321322917938232,0.3373602926731109,3.54269684121772,0.5760587453842163,0.5978962779045105,0.2938944697380066,0.6544197797775269,0.6682960987091064,0.3807008862495422,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485134051,0.6101058721542358,0.6350547671318054,0.3310570120811462,2.12972490017475,0.5697450041770935,0.6002407670021057,0.2879407703876495,0.6469258069992065,0.6715376377105713,0.374538391828537,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485145155,0.613645076751709,0.6365653276443481,0.3283251225948334,2.312258021482027,0.576590895652771,0.6029092669487,0.2870117425918579,0.6481970548629761,0.6719224452972412,0.3696462213993072,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485156259,0.6106977462768555,0.6366708278656006,0.3354728519916534,2.046132364170398,0.5696256756782532,0.6019496917724609,0.2922306656837463,0.6481609344482422,0.6730693578720093,0.3790197968482971,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485167363,0.6159301400184631,0.6360205411911011,0.3346122801303863,2.640097880629811,0.5752543210983276,0.6016342639923096,0.2914488613605499,0.6526074409484863,0.6721482276916504,0.3782941699028015,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485178467,0.6112945675849915,0.6408700942993164,0.3351129591464996,1.793381366203209,0.570252537727356,0.6066421270370483,0.2920277714729309,0.6485004425048828,0.6767181158065796,0.3783852458000183,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485189571,0.616168200969696,0.6402515172958374,0.3316687643527984,2.196998093447846,0.5776393413543701,0.6064164638519287,0.2896563708782196,0.651671826839447,0.675865888595581,0.3737894892692566,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485200675,0.6137709021568298,0.6402105093002319,0.3358171582221985,2.005040949799934,0.5754255056381226,0.6064223647117615,0.2937915325164795,0.6492316722869873,0.6756764650344849,0.3777199387550354,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485211779,0.5918818116188049,0.6172918081283569,0.3341114223003387,2.1212753888383906,0.5524582266807556,0.5838320255279541,0.2917619347572326,0.6281081438064575,0.6525872945785522,0.3763345181941986,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485222883,0.4936583340167999,0.4943382143974304,0.2684408128261566,4.0,0.4654196500778198,0.4646162986755371,0.2325064539909362,0.522821843624115,0.5263352394104004,0.3068116307258606,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485233987,0.3931986689567566,0.3629297018051147,0.1673178672790527,1.9578918719105125,0.3708330392837524,0.3421075940132141,0.1384573280811309,0.4167547821998596,0.3848152756690979,0.1989348530769348,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485245091,0.2798987627029419,0.2909066081047058,0.104939304292202,4.0,0.260322242975235,0.2733213305473327,0.0793939381837844,0.2993586361408233,0.3089141845703125,0.1321885585784912,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485256195,0.1662345379590988,0.2133901417255401,0.0382891446352005,1.312692096122853,0.1489898264408111,0.1966643631458282,0.0145089700818061,0.1832121908664703,0.2301828414201736,0.0645597428083419,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485267299,0.0774368643760681,0.1464516222476959,-0.052198551595211,0.9079957247778702,0.0612180680036544,0.1293027102947235,-0.0755036398768425,0.0933579951524734,0.1633719801902771,-0.0258621703833341,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485278403,0.0108022019267082,0.0901810377836227,-0.1298130005598068,0.798939941092806,-0.0071894377470016,0.0695801153779029,-0.1552807390689849,0.0282571017742156,0.1103422716259956,-0.0976458042860031,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485289507,-0.0633491799235344,0.058528333902359,-0.1980111300945282,0.5265599454838898,-0.0835699141025543,0.0370265208184719,-0.2243572175502777,-0.0441704839468002,0.0796794220805168,-0.1619306653738021,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485300611,-0.097453236579895,0.0496675781905651,-0.2624163031578064,0.4424638499853344,-0.1193199232220649,0.0255693346261978,-0.2905502021312713,-0.0768118500709533,0.0732978656888008,-0.2211715579032898,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485311715,-0.1121573150157928,0.0616507120430469,-0.2851187586784363,0.3766368810349052,-0.133045494556427,0.0403284318745136,-0.3113346397876739,-0.0915127024054527,0.082266941666603,-0.2493447214365005,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485322819,-0.1164081022143364,0.0629328712821006,-0.2754945158958435,0.3639331055458243,-0.138265922665596,0.0417861975729465,-0.301736831665039,-0.0952906012535095,0.0835228189826011,-0.2376309633255005,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
485333923,-0.1152914464473724,0.0602842345833778,-0.2707653641700744,0.3712792146171451,-0.1365029066801071,0.0382191874086856,-0.2971783578395843,-0.0946673527359962,0.0820671468973159,-0.2321878969669342,0.0315,0.0,0.0,-0.0315,0.0,0.0,78b32e6d-c45a-4be4-b796-ac37f8e13a8a
